alt,vel,radiance,force,year,month,day,lattitude,longitude,X,Y,energy
,,41000000000.0,0.14,2005,6,5,90.9,34.8,10118941.7131,4136735.0494,41000.0
29.6,26.2,82000000000.0,0.25,2005,6,3,-90.3,-31.0,-10052150.0186,-3632749.14338,82000.0
50.5,,20000000000.0,0.073,2005,5,27,145.1,-48.9,16152458.1141,-6257910.48874,20000.0
15.2,16.6,26000000000.0,0.092,2005,5,7,163.7,-75.8,18223000.6429,-13285628.5865,26000.0
,,46000000000.0,0.15,2005,5,2,36.0,17.7,4007501.66856,2002463.74869,46000.0
37.0,,22000000000.0,0.079,2005,4,22,-36.7,20.9,-4085425.31211,2379958.64292,22000.0
38.5,16.8,2.32e+11,0.64,2005,4,19,-146.4,-50.2,-16297173.4521,-6480984.63295,232000.0
39.0,,21000000000.0,0.076,2005,4,15,-73.9,-43.8,-8226510.36962,-5434543.70848,21000.0
26.5,,71000000000.0,0.22,2005,4,14,-176.0,4.9,-19592230.3796,546131.633351,71000.0
37.0,,1.06e+11,0.32,2005,4,11,-95.7,-34.2,-10653275.2689,-4055688.85901,106000.0
70.0,,29000000000.0,0.1,2005,4,6,154.6,-42.7,17209993.2766,-5266419.69709,29000.0
59.2,,2.19e+11,0.61,2005,4,3,112.4,-1.0,12512310.7652,-111325.142866,219000.0
27.2,,2.04e+11,0.57,2005,4,2,169.7,14.1,18890917.5876,1585691.78939,204000.0
,,38000000000.0,0.13,2005,3,31,-36.2,42.8,-4029765.56672,5281579.18459,38000.0
33.0,,27000000000.0,0.095,2005,3,18,-34.7,-9.7,-3862786.33053,-1084994.43256,27000.0
44.4,,53000000000.0,0.17,2005,3,9,-157.9,-21.4,-17577347.5963,-2439638.72653,53000.0
30.7,,40000000000.0,0.13,2005,3,9,142.7,14.3,15885291.3362,1608657.4067,40000.0
42.5,,1e+11,0.3,2005,2,17,-161.5,48.0,-17978097.7631,6106854.83489,100000.0
40.7,,1.41e+11,0.41,2005,1,19,-164.9,-27.5,-18356584.0318,-3186080.23337,141000.0
35.2,21.5,1.19e+11,0.35,2005,1,2,154.7,-21.3,17221125.2257,-2427686.54362,119000.0
31.8,,4.54e+11,1.2,2005,1,1,12.4,32.7,1380361.68584,3855551.34651,454000.0
,,90000000000.0,0.28,2004,12,29,171.8,-8.5,19124688.5183,-949705.706694,90000.0
,,39000000000.0,0.13,2004,12,13,155.3,-9.7,17287916.9202,-1084994.43256,39000.0
,,30000000000.0,0.1,2004,12,11,104.1,36.0,11588358.9916,4300621.37204,30000.0
,,1.81e+11,0.51,2004,11,30,-171.0,61.0,-19035632.9256,8625823.2002,181000.0
35.0,19.2,1.04e+13,18.0,2004,10,7,71.5,-27.3,7959343.59172,-3161003.04287,10400000.0
,,71000000000.0,0.22,2004,10,4,-150.9,3.7,-16798111.1607,412168.687408,71000.0
,,62000000000.0,0.2,2004,9,28,-101.1,0.2,-11254400.5192,22263.9433719,62000.0
31.5,,7.26e+12,13.0,2004,9,3,18.2,-67.7,2026014.73244,-10358420.5186,7260000.0
37.0,,1.44e+12,3.2,2004,8,22,22.7,-51.9,2526952.44101,-6782064.32875,1440000.0
,,1.04e+11,0.31,2004,6,12,175.3,21.7,19514306.7361,2475544.53378,104000.0
43.0,19.5,1.81e+12,3.9,2004,6,5,-174.4,1.3,-19414119.1943,144727.756288,1810000.0
,,54000000000.0,0.18,2004,6,3,-120.4,48.9,-13402866.6915,6257910.48874,54000.0
,,3.94e+11,1.0,2004,5,18,-47.4,-28.1,-5276543.8636,-3261587.36184,394000.0
44.0,,55000000000.0,0.18,2004,5,17,28.3,-18.9,3150341.58945,-2143166.06582,55000.0
,,1.39e+11,0.41,2004,4,22,55.1,-15.2,6133703.94271,-1712260.25586,139000.0
29.6,16.3,6.24e+11,1.5,2004,4,22,83.3,-44.3,9272913.58308,-5511985.85679,624000.0
35.0,25.6,4.33e+11,1.1,2004,4,6,162.8,-12.0,18122813.1011,-1345708.40841,433000.0
46.0,,24000000000.0,0.086,2004,3,26,155.1,-7.6,17265653.022,-848520.03444,24000.0
,,21000000000.0,0.076,2004,3,25,21.0,-4.8,2337709.30666,-534959.681184,21000.0
,,30000000000.0,0.1,2004,2,2,52.3,-18.3,5822009.36849,-2072693.08098,30000.0
37.0,,2.32e+11,0.64,2004,1,22,157.8,-50.6,17566215.6472,-6550841.04206,232000.0
63.0,,1.34e+11,0.39,2004,1,2,3.2,-28.2,356222.370538,-3274212.69435,134000.0
,,6.43e+11,1.6,2003,12,9,-90.8,-67.1,-10107809.764,-10184607.5191,643000.0
32.0,,35000000000.0,0.12,2003,11,26,22.7,-22.9,2526952.44101,-2619929.80049,35000.0
23.0,20.1,5.18e+11,1.3,2003,11,10,136.2,-64.5,15161714.646,-9477884.89686,518000.0
,,73000000000.0,0.23,2003,11,1,151.7,-51.4,16887166.7533,-6692356.43526,73000.0
26.0,18.2,2.15e+12,4.6,2003,9,27,86.6,21.0,9640267.9027,2391878.58794,2150000.0
,,3.85e+11,1.0,2003,9,2,-161.0,51.3,-17922438.0177,6674532.79847,385000.0
,,6.47e+11,1.6,2003,8,17,34.0,-39.0,3784862.68697,-4721671.57258,647000.0
,,32000000000.0,0.11,2003,6,10,122.9,-41.8,13681165.4185,-5131067.33564,32000.0
,,68000000000.0,0.22,2003,5,27,166.2,5.2,18501299.3698,579657.658611,68000.0
,,43000000000.0,0.14,2003,5,15,-80.4,54.0,-8950087.05978,7170156.294,43000.0
17.0,,1.75e+11,0.5,2003,4,13,64.5,14.8,7180107.15617,1666161.58191,175000.0
,,22000000000.0,0.079,2003,4,7,162.6,-18.4,18100549.203,-2084421.40403,22000.0
45.0,,1.42e+11,0.41,2003,3,27,-87.7,41.4,-9762719.34257,5071521.81143,142000.0
,,33000000000.0,0.11,2003,2,25,116.0,40.0,12913060.932,4865942.2795,33000.0
,,1.2e+11,0.36,2003,2,12,107.5,-31.5,11966845.2603,-3697855.33034,120000.0
,,1.97e+11,0.55,2003,2,6,-113.9,-62.9,-12679290.0014,-9075772.57008,197000.0
,,1.35e+11,0.4,2003,2,4,41.0,-59.9,4564099.12252,-8377507.5646,135000.0
,,2.4e+11,0.66,2002,11,21,-154.0,-1.4,-17143201.5822,-155862.797533,240000.0
,,43000000000.0,0.14,2002,11,12,-6.8,-21.1,-756972.537394,-2403806.52165,43000.0
,,4.6e+11,1.2,2002,11,10,-166.0,16.0,-18479035.4717,1804722.76626,460000.0
,,49000000000.0,0.16,2002,10,9,-175.9,-4.3,-19581098.4305,-479123.789323,49000.0
,,8.6e+11,2.0,2002,9,24,112.9,57.9,12567970.5106,7946339.92962,860000.0
,,90000000000.0,0.28,2002,8,14,-126.2,-6.9,-14048519.7381,-769967.861993,90000.0
,,1.51e+12,3.3,2002,8,11,159.4,-18.2,17744326.8324,-2060971.5257,1510000.0
,,2.3e+11,0.63,2002,7,25,47.0,-28.7,5232016.06728,-3337517.88703,230000.0
,,53000000000.0,0.17,2002,7,22,106.1,34.0,11810997.9732,4028802.02613,53000.0
,,1.91e+11,0.54,2002,6,13,111.4,-24.9,12400991.2744,-2863466.86682,191000.0
,,4.5e+12,8.8,2002,6,2,21.0,34.0,2337709.30666,4028802.02613,4500000.0
,,1.82e+11,0.51,2002,4,3,27.1,-5.3,3016758.2005,-590836.505199,182000.0
,,20000000000.0,0.073,2002,3,18,-120.5,-60.4,-13413998.6406,-8489337.02709,20000.0
,,2.49e+11,0.68,2002,3,9,-147.3,6.9,-16397360.9938,769967.861993,249000.0
,,82000000000.0,0.25,2002,3,3,154.0,37.5,17143201.5822,4509031.39308,82000.0
,,38000000000.0,0.13,2002,3,1,-66.8,29.2,-7436141.98499,3401126.26407,38000.0
,,70000000000.0,0.22,2002,2,9,138.7,-17.7,15440013.373,-2002463.74869,70000.0
,,70000000000.0,0.22,2002,2,1,116.6,60.7,12979852.6265,8557261.7385,70000.0
,,1.04e+11,0.31,2002,1,20,-165.0,48.4,-18367715.9809,6173660.45196,104000.0
,,36000000000.0,0.12,2001,10,27,3.8,52.7,423014.065014,6927697.6899,36000.0
,,3.26e+11,0.86,2001,7,26,84.8,0.4,9439892.81927,44528.1580268,326000.0
,,1.24e+12,2.8,2001,7,23,-77.0,41.0,-8571600.79108,5012341.66385,1240000.0
29.0,,4.6e+12,9.0,2001,4,23,-133.6,28.0,-14872283.97,3248973.78965,4600000.0
,,2.51e+11,0.68,2001,4,13,162.4,-15.3,18078285.3048,-1723798.49898,251000.0
,,1.51e+11,0.44,2001,2,4,97.3,-64.0,10831386.4542,-9349764.17415,151000.0
,,1.08e+11,0.32,2001,1,28,31.3,66.0,3484300.06183,9876845.89579,108000.0
,,2.62e+11,0.71,2000,12,15,95.2,41.3,10597615.5235,5056692.80876,262000.0
,,27000000000.0,0.095,2000,12,15,58.9,50.4,6556718.00772,6515839.14761,27000.0
,,66000000000.0,0.21,2000,11,13,-5.8,-13.6,-645653.046601,-1528365.1159,66000.0
,,69000000000.0,0.22,2000,11,6,-22.2,-52.0,-2471292.69561,-6800125.4544,69000.0
,,81000000000.0,0.25,2000,10,11,-5.5,-31.7,-612257.199363,-3723995.0673,81000.0
,,22000000000.0,0.079,2000,9,23,142.6,-58.5,15874159.3871,-8073093.61194,22000.0
,,89000000000.0,0.27,2000,9,19,-133.8,-3.2,-14894547.8681,-356407.708114,89000.0
,,1.385e+12,3.1,2000,8,25,-106.1,14.5,-11810997.9732,1631643.46701,1385000.0
,,65000000000.0,0.21,2000,8,13,-127.8,36.7,-14226630.9234,4397372.74446,65000.0
,,1.82e+11,0.51,2000,8,1,-101.9,-50.2,-11343456.1118,-6480984.63295,182000.0
,,38000000000.0,0.13,2000,7,31,-138.5,15.7,-15417749.4749,1770006.98119,38000.0
,,1.07e+11,0.32,2000,7,19,94.1,-17.7,10475164.0836,-2002463.74869,107000.0
,,65000000000.0,0.21,2000,7,7,140.7,15.0,15662652.3546,1689200.13961,65000.0
,,27000000000.0,0.095,2000,6,27,36.8,34.9,4096557.26119,4150299.83373,27000.0
,,20000000000.0,0.073,2000,6,23,-44.0,69.2,-4898057.5949,10813196.6634,20000.0
,,30000000000.0,0.1,2000,6,22,159.0,32.9,17699799.0361,3882038.14572,30000.0
48.0,,1.45e+11,0.42,2000,6,14,107.3,28.1,11944581.3621,3261587.36184,145000.0
,,30000000000.0,0.1,2000,6,3,-74.8,36.8,-8326697.91134,4411265.91026,30000.0
,,30000000000.0,0.1,2000,6,2,-18.9,-27.5,-2103938.37599,-3186080.23337,30000.0
,,28000000000.0,0.098,2000,5,6,18.4,49.9,2048278.6306,6428975.57988,28000.0
,,59000000000.0,0.19,2000,5,3,73.0,-5.0,8126322.82791,-557305.257275,59000.0
,,63000000000.0,0.2,2000,3,28,98.3,1.0,10942705.945,111325.142866,63000.0
,,9.6e+11,2.2,2000,3,6,175.0,58.0,19480910.8888,7967317.53502,960000.0
,,3.62e+12,7.3,2000,2,18,109.2,-0.9,12156088.3946,-100191.662016,3620000.0
,,22000000000.0,0.079,2000,2,17,115.9,14.2,12901928.9829,1597172.06243,22000.0
,,1.05e+12,2.4,2000,1,18,-134.6,60.3,-14983603.4608,8466834.60349,1050000.0
,,35000000000.0,0.12,2000,1,18,-94.9,24.3,-10564219.6763,2790007.25941,35000.0
,,67000000000.0,0.21,1999,12,16,-11.3,-26.5,-1257910.24596,-3061141.03889,67000.0
,,74000000000.0,0.23,1999,11,15,75.4,-8.1,8393489.60581,-904706.484759,74000.0
,,89000000000.0,0.27,1999,11,7,-77.4,-2.3,-8616128.5874,-256103.620076,89000.0
,,86000000000.0,0.27,1999,10,26,-70.8,13.7,-7881419.94816,1539820.62241,86000.0
,,28000000000.0,0.098,1999,9,8,0.2,22.4,22263.8981587,2559618.2595,28000.0
32.0,,90000000000.0,0.28,1999,9,8,104.6,32.5,11644018.737,3829123.83703,90000.0
,,36000000000.0,0.12,1999,8,16,-107.2,35.0,-11933449.413,4163881.14406,36000.0
,,3.56e+11,0.93,1999,8,3,-18.8,-64.7,-2092806.42691,-9529790.20373,356000.0
52.0,,3.26e+11,0.86,1999,7,10,39.6,-37.8,4408251.83541,-4551210.91969,326000.0
,,1.4e+11,0.41,1999,7,7,174.4,-39.5,19414119.1943,-4793547.4591,140000.0
69.0,,1.24e+11,0.37,1999,6,25,121.0,50.0,13469658.386,6446275.84102,124000.0
,,26000000000.0,0.092,1999,5,23,-116.3,-16.4,-12946456.7793,-1851091.81218,26000.0
,,92000000000.0,0.28,1999,4,26,6.5,-22.5,723576.690156,-2571663.04717,92000.0
,,33000000000.0,0.11,1999,4,26,159.1,-32.8,17710930.9852,-3868787.2981,33000.0
,,2.34e+11,0.64,1999,3,31,22.6,-17.9,2515820.49193,-2025847.03247,234000.0
,,3.04e+11,0.81,1999,3,28,97.6,0.8,10864782.3014,89058.4864167,304000.0
,,59000000000.0,0.19,1999,3,2,50.5,18.9,5621634.28506,2143166.06582,59000.0
,,1.54e+11,0.44,1999,2,18,-64.6,-54.9,-7191239.10525,-7342482.29019,154000.0
,,28000000000.0,0.098,1999,2,1,154.2,80.0,17165465.4803,15538711.0963,28000.0
,,24000000000.0,0.086,1999,1,19,85.8,7.9,9551212.31006,882223.774661,24000.0
32.0,,5.06e+12,9.8,1999,1,14,-129.7,-44.0,-14438137.9559,-5465442.18332,5060000.0
65.0,,35000000000.0,0.12,1999,1,2,103.0,47.0,11465907.5517,5942074.07243,35000.0
,,25000000000.0,0.089,1998,11,23,160.1,82.3,17822250.476,17212341.3341,25000.0
,,6.56e+11,1.6,1998,11,11,156.4,6.5,17410368.3601,725133.78513,656000.0
,,24000000000.0,0.086,1998,9,1,23.6,34.6,2627139.98272,4109654.73355,24000.0
,,1.4e+11,0.41,1998,3,22,26.6,1.4,2961098.4551,155862.797533,140000.0
30.0,17.1,74000000000.0,0.23,1998,1,4,33.4,-35.1,3718070.9925,-4177479.06218,74000.0
,,31000000000.0,0.11,1997,12,28,152.4,-23.1,16965090.3969,-2644116.434,31000.0
,,2.7e+11,0.73,1997,12,9,-49.9,62.7,-5554842.59058,9027065.29373,270000.0
,,8e+11,1.9,1997,11,7,167.2,-57.3,18612618.8606,-7821684.88075,800000.0
37.0,,1.9e+11,0.53,1997,10,9,-106.0,31.8,-11799866.0241,3737086.05624,190000.0
,,62000000000.0,0.2,1997,10,1,108.9,46.7,12122692.5474,5893243.17653,62000.0
,,23000000000.0,0.082,1997,9,30,63.9,-38.1,7113315.46169,-4593562.10652,23000.0
,,1.9e+11,0.53,1997,9,5,56.4,-31.1,6278419.28074,-3645742.868,190000.0
,,27000000000.0,0.095,1997,7,4,-175.8,-15.8,-19569966.4815,-1781573.18219,27000.0
,,3.25e+11,0.86,1997,4,27,87.5,16.7,9740455.44441,1885931.04059,325000.0
,,1.4e+11,0.41,1997,2,19,-87.7,-16.3,-9762719.34257,-1839490.71298,140000.0
,,1.5e+11,0.43,1997,2,15,115.6,35.5,12868533.1357,4232038.4624,150000.0
,,2.7e+11,0.73,1997,1,23,94.2,-15.0,10486296.0327,-1689200.13961,270000.0
,,4.8e+11,1.2,1997,1,22,29.0,32.2,3228265.233,3789592.4619,480000.0
,,43000000000.0,0.14,1997,1,4,-5.3,25.7,-589993.301204,2961971.85332,43000.0
,,41000000000.0,0.14,1996,12,17,-37.2,34.1,-4141085.05751,4042237.49968,41000.0
,,21000000000.0,0.076,1996,10,30,-123.1,-2.1,-13703429.3167,-233823.288113,21000.0
,,43000000000.0,0.14,1996,10,28,-79.4,27.4,-8838767.56899,3173535.96633,43000.0
,,44000000000.0,0.15,1996,10,23,20.6,-47.3,2293181.51034,-5991179.92465,44000.0
,,1.3e+11,0.38,1996,10,19,-34.7,29.7,-3862786.33053,3465045.63473,130000.0
,,2.5e+11,0.68,1996,10,5,145.9,-49.6,16241513.7067,-6377288.91772,250000.0
,,50000000000.0,0.16,1996,7,17,111.4,31.8,12400991.2744,3737086.05624,50000.0
,,32000000000.0,0.11,1996,7,12,-93.6,20.7,-10419504.3383,2356142.53123,32000.0
,,1.2e+11,0.36,1996,3,30,-84.3,-31.1,-9384233.07387,-3645742.868,120000.0
,,1.28e+11,0.38,1996,3,29,-158.1,21.5,-17599611.4944,2451599.08738,128000.0
,,50000000000.0,0.16,1996,2,15,-127.0,76.0,-14137575.3307,13377019.7845,50000.0
,,2.6e+11,0.71,1996,1,15,175.8,-59.8,19569966.4815,-8355344.07113,260000.0
,,4.5e+11,1.1,1995,12,22,-73.3,-70.2,-8159718.67515,-11134125.2352,450000.0
,,1.2e+11,0.36,1995,12,9,-79.0,-2.9,-8794239.77267,-322964.449559,120000.0
,,2e+11,0.56,1995,8,5,-104.3,11.6,-11610622.8897,1300219.20819,200000.0
,,1.3e+11,0.38,1995,7,11,93.3,-28.5,10386108.491,-3312159.85982,130000.0
,,25000000000.0,0.089,1995,7,9,66.3,-0.9,7380482.23959,-100191.662016,25000.0
,,1.4e+11,0.41,1995,7,7,-76.1,40.2,-8471413.24937,4895048.44056,140000.0
,,60000000000.0,0.19,1995,2,16,-141.7,16.7,-15773971.8454,1885931.04059,60000.0
,,70000000000.0,0.22,1995,1,18,115.4,51.5,12846269.2375,6710219.08322,70000.0
,,50000000000.0,0.16,1994,12,16,27.6,-42.2,3072417.94589,-5190985.71473,50000.0
,,2.35e+12,5.0,1994,11,3,89.0,6.5,9907434.6806,725133.78513,2350000.0
,,1e+12,2.3,1994,11,1,-84.5,-1.5,-9406496.97203,-166998.313753,1000000.0
,,87000000000.0,0.27,1994,10,20,-1.9,-45.2,-211507.032507,-5653062.53863,87000.0
,,41000000000.0,0.14,1994,6,15,-73.5,45.0,-8181982.57331,5621521.48619,41000.0
,,3.84e+11,1.0,1994,5,29,2.3,52.8,256034.828825,6946088.6794,384000.0
,,1.82e+13,30.0,1994,2,1,164.1,2.7,18267528.4392,300673.928222,18200000.0
,,26000000000.0,0.092,1993,11,29,78.3,26.5,8716316.12911,3061141.03889,26000.0
,,40000000000.0,0.13,1993,10,31,-100.9,51.3,-11232136.621,6674532.79847,40000.0
,,5.5e+11,1.4,1991,10,4,6.3,78.7,701312.791998,14754688.863,550000.0
,,2.5e+12,5.2,1990,10,1,142.8,7.5,15896423.2853,837290.732342,2500000.0
,,7.58e+12,14.0,1988,4,15,124.3,-4.1,13837012.7056,-456799.928502,7580000.0
